country_code;year;researchers_per_million;renewable_energy_share_pct;;;;;;;;;;;;;;;;;;
SVN;2008;3467,11199;17,63;;;;;;;;;;;;;;;;;;
SVN;2009;3650,24156;19,57;;;;;;;;;;;;;;;;;;
SVN;2010;3755,19612;20,07;;;;;;;;;;;;;;;;;;
SVN;2011;4252,44416;19,14;;;;;;;;;;;;;;;;;;
SVN;2012;4296,72348;20,22;;;;;;;;;;;;;;;;;;
SVN;2013;4204,07458;22,48;;;;;;;;;;;;;;;;;;
SVN;2014;4134,71234;22,91;;;;;;;;;;;;;;;;;;
SVN;2015;3805,08157;21,38;;;;;;;;;;;;;;;;;;
SVN;2016;3892,97227;20,96;;;;;;;;;;;;;;;;;;
SVN;2017;4440,84494;19,71;;;;;;;;;;;;;;;;;;
SVN;2018;4788,84668;20,61;;;;;;;;;;;;;;;;;;
SVN;2019;4980,42048;20,86;;;;;;;;;;;;;;;;;;
SWE;2001;5177,73848;37,38;;;;;;;;;;;;;;;;;;
SWE;2003;5388,83523;34,56;;;;;;;;;;;;;;;;;;
SWE;2004;5431,79569;35,49;;;;;;;;;;;;;;;;;;
SWE;2005;6092,71864;39,3;;;;;;;;;;;;;;;;;;
SWE;2006;6140,16328;40,08;;;;;;;;;;;;;;;;;;
SWE;2007;5015,93291;41,75;;;;;;;;;;;;;;;;;;
SWE;2008;5461,51605;43,2;;;;;;;;;;;;;;;;;;
SWE;2009;5107,0397;45,71;;;;;;;;;;;;;;;;;;
SWE;2010;5279,92082;44,7;;;;;;;;;;;;;;;;;;
SWE;2011;5167,9104;45,43;;;;;;;;;;;;;;;;;;
SWE;2012;5181,45066;48,29;;;;;;;;;;;;;;;;;;
SWE;2013;6686,09287;47,27;;;;;;;;;;;;;;;;;;
SWE;2014;6872,72146;48,61;;;;;;;;;;;;;;;;;;
SWE;2015;6810,78998;51,91;;;;;;;;;;;;;;;;;;
SWE;2016;7107,98056;50,89;;;;;;;;;;;;;;;;;;
SWE;2017;7308,65913;51,81;;;;;;;;;;;;;;;;;;
SWE;2018;7433,21055;51,54;;;;;;;;;;;;;;;;;;
SWE;2019;7697,83607;52,88;;;;;;;;;;;;;;;;;;
USA;2000;3478,85196;5,43;;;;;;;;;;;;;;;;;;
USA;2001;3515,52344;4,68;;;;;;;;;;;;;;;;;;
USA;2002;3561,08254;4,84;;;;;;;;;;;;;;;;;;
USA;2003;3762,65715;5,33;;;;;;;;;;;;;;;;;;
USA;2004;3622,86976;5,48;;;;;;;;;;;;;;;;;;
USA;2005;3546,11219;5,84;;;;;;;;;;;;;;;;;;
USA;2006;3583,57539;6,4;;;;;;;;;;;;;;;;;;
USA;2007;3531,84164;6,3;;;;;;;;;;;;;;;;;;
USA;2008;3658,59568;6,85;;;;;;;;;;;;;;;;;;
USA;2009;3782,78416;7,35;;;;;;;;;;;;;;;;;;
USA;2010;3545,99675;7,44;;;;;;;;;;;;;;;;;;
USA;2011;3660,46228;8,36;;;;;;;;;;;;;;;;;;
USA;2012;3646,51457;8,73;;;;;;;;;;;;;;;;;;
USA;2013;3732,64639;9,08;;;;;;;;;;;;;;;;;;
USA;2014;3834,54377;9,22;;;;;;;;;;;;;;;;;;
USA;2015;3873,30702;9,03;;;;;;;;;;;;;;;;;;
USA;2016;3829,6686;9,46;;;;;;;;;;;;;;;;;;
USA;2017;3957,69355;9,92;;;;;;;;;;;;;;;;;;
USA;2018;4260,58126;10,12;;;;;;;;;;;;;;;;;;
USA;2019;4306,71227;10,42;;;;;;;;;;;;;;;;;;
UZB;2000;662,31273;0,72;;;;;;;;;;;;;;;;;;
UZB;2001;615,22875;0,78;;;;;;;;;;;;;;;;;;
UZB;2002;630,84492;1,02;;;;;;;;;;;;;;;;;;
UZB;2003;588,43584;1,42;;;;;;;;;;;;;;;;;;
UZB;2004;578,61799;1,05;;;;;;;;;;;;;;;;;;
UZB;2005;633,38555;1,62;;;;;;;;;;;;;;;;;;
UZB;2006;566,92484;0,85;;;;;;;;;;;;;;;;;;
UZB;2007;558,88462;0,9;;;;;;;;;;;;;;;;;;
UZB;2008;582,8815;0,8;;;;;;;;;;;;;;;;;;
UZB;2009;575,47771;1,25;;;;;;;;;;;;;;;;;;
UZB;2010;547,33838;1,35;;;;;;;;;;;;;;;;;;
UZB;2011;577,60108;0,95;;;;;;;;;;;;;;;;;;
UZB;2012;516,08004;1,34;;;;;;;;;;;;;;;;;;
UZB;2013;510,53398;1,19;;;;;;;;;;;;;;;;;;
UZB;2014;505,02084;1,4;;;;;;;;;;;;;;;;;;
UZB;2015;501,23262;1,71;;;;;;;;;;;;;;;;;;
UZB;2016;509,89434;1,61;;;;;;;;;;;;;;;;;;
UZB;2017;499,59238;1,75;;;;;;;;;;;;;;;;;;
UZB;2018;480,43229;1,49;;;;;;;;;;;;;;;;;;
UZB;2019;421,46492;1,57;;;;;;;;;;;;;;;;;;
ZAF;2001;301,6182;15,62;;;;;;;;;;;;;;;;;;
ZAF;2003;295,11118;13,05;;;;;;;;;;;;;;;;;;
ZAF;2004;370,71058;12,29;;;;;;;;;;;;;;;;;;
ZAF;2005;354,66198;10,98;;;;;;;;;;;;;;;;;;
ZAF;2006;377,13511;10,74;;;;;;;;;;;;;;;;;;
ZAF;2007;388,45218;10,36;;;;;;;;;;;;;;;;;;
ZAF;2008;385,7147;11,55;;;;;;;;;;;;;;;;;;
ZAF;2009;389,04515;10,97;;;;;;;;;;;;;;;;;;
ZAF;2010;363,72971;11,77;;;;;;;;;;;;;;;;;;
ZAF;2011;386,0538;11,36;;;;;;;;;;;;;;;;;;
ZAF;2012;405,10505;10,6;;;;;;;;;;;;;;;;;;
ZAF;2013;436,31117;9,77;;;;;;;;;;;;;;;;;;
ZAF;2014;434,58898;9,85;;;;;;;;;;;;;;;;;;
ZAF;2015;473,73416;10,28;;;;;;;;;;;;;;;;;;
ZAF;2016;489,20081;10,53;;;;;;;;;;;;;;;;;;
ZAF;2017;524,14553;10,45;;;;;;;;;;;;;;;;;;
ZAF;2018;510,97357;10,19;;;;;;;;;;;;;;;;;;
ZAF;2019;491,40996;10,5;;;;;;;;;;;;;;;;;;
